epoch,acc,loss,val_acc,val_loss
55,0.20408131,4.032376192485502,0.11069848,6.059827678008859
56,0.20492946,4.023377430317362,0.11122277,6.071696541601859
57,0.20578273,4.013476877017177,0.10471281,6.1095379886962755
58,0.20726824,4.004623713543961,0.10733426,6.140295871971065
59,0.20694955,3.9958908092010827,0.10838285,6.114449009533655
60,0.2089568,3.9859126058233043,0.1076401,6.137195950994455
61,0.20927034,3.977527304516041,0.10817896,6.14050434386551
62,0.21044488,3.9693948146522318,0.108805194,6.144428514787037
63,0.21122105,3.9615436933424757,0.10493126,6.167750187246836
64,0.21198694,3.9539768326006453,0.10478562,6.2032579028993915
65,0.21330026,3.9451291442324905,0.107319705,6.185692059442351
66,0.21388368,3.9372099929052102,0.1071595,6.202835594845252
67,0.21500167,3.9293562248839016,0.10656239,6.20309024605456
68,0.21602456,3.9228960850681887,0.10334382,6.240776142734589
69,0.21639724,3.9145441285450304,0.10437784,6.225932980394858
70,0.217672,3.907515722150905,0.10431959,6.253965755866205
71,0.21853812,3.900715554966133,0.10153792,6.272831963031675
72,0.21921663,3.8943947316870515,0.10228067,6.2882977343655595
73,0.219615,3.888405486553231,0.10530992,6.248186185617457
74,0.22048369,3.881184740895469,0.10417395,6.277385584668903
75,0.22107996,3.873279747200311,0.10330013,6.295691408394906
76,0.2221337,3.8678547027089056,0.10222241,6.288560207859836
77,0.22349072,3.860845974561608,0.10509146,6.28595454295893
78,0.22320285,3.855307300688414,0.09984854,6.3217341380700995
79,0.22424889,3.849068361258966,0.10465455,6.308343571271011
80,0.22357552,3.8528308805318487,0.10069323,6.346379148089273
81,0.22597599,3.836001963497645,0.100999065,6.360006674955764
82,0.22587319,3.8331152594635785,0.1011884,6.352361755355538
83,0.22679585,3.826930922016292,0.10219329,6.346297127486914
84,0.2277211,3.8210682005101484,0.10248456,6.374906854475071
85,0.2272739,3.8159666635164817,0.10174181,6.3596752257971
86,0.22855124,3.811044152588339,0.10223698,6.372689874914161
87,0.22946876,3.8055043631461025,0.10413026,6.349422922893295
88,0.22972576,3.8005495118434296,0.10350402,6.3632484682926025
89,0.23011643,3.7947324557901085,0.096265875,6.436407820850378
90,0.2315968,3.7881728746090206,0.10101363,6.409098566460412
91,0.23187694,3.7856819272124045,0.099528134,6.407307909208065
92,0.23192321,3.7797124484561544,0.103591405,6.410816194904749
93,0.23318513,3.774211400575267,0.10257194,6.408250181544123
94,0.23337789,3.7704037106479245,0.10117383,6.431322666116213
95,0.23424144,3.7655828645012486,0.098741695,6.439829375073582
96,0.23429283,3.7606126541044653,0.09949901,6.453871204541111
97,0.2349662,3.757159969327432,0.09833392,6.514643138790831
98,0.23614588,3.7513321047437818,0.101814635,6.446394633180151
99,0.2358426,3.747200448782216,0.09933881,6.466014397501265
100,0.23697603,3.7421828369826033,0.10401375,6.43268726528434
101,0.23737952,3.7392638687694193,0.10032914,6.475685214685225
102,0.23793724,3.73401996177171,0.09575614,6.497373040539394
103,0.23864916,3.7304643312260737,0.09933881,6.477804182404393
104,0.23962066,3.7252207816178693,0.09929512,6.469153979240452
105,0.23923257,3.7225980910925465,0.09502796,6.52438020883956
106,0.23972602,3.717382011304748,0.09862519,6.517608647800389
107,0.24038655,3.71375472785274,0.0989019,6.487241510048788
108,0.24088514,3.710488212298874,0.09839217,6.514313461313044
109,0.2415251,3.7050370274410205,0.09770768,6.520083316761645
110,0.24225244,3.7016309343039624,0.0968193,6.518924943692171
111,0.24183095,3.6990980223868672,0.09620762,6.550333224072902
112,0.2431494,3.6944877876564197,0.097736806,6.545651722632129
113,0.24300547,3.691214887863436,0.09623675,6.564395077367714
114,0.24357603,3.6876296035136,0.09424152,6.566355055089349
115,0.24451156,3.6831697300198654,0.0974601,6.556837360300301
116,0.24478398,3.6795661364491656,0.09792613,6.549158699707205
117,0.24496388,3.6767163300937638,0.098960154,6.555629660446272
118,0.245591,3.672722093163565,0.09792613,6.539426565253622
119,0.24575548,3.6696840099926984,0.096396945,6.572336799959807
120,0.24618469,3.6662777735642913,0.09820284,6.567934306090381
121,0.24685548,3.662089875611531,0.0956542,6.585115405239037
122,0.24721016,3.6593758234604796,0.095828965,6.599882985139162
123,0.24756484,3.654993595170449,0.09703775,6.5758526892174824
124,0.24802744,3.6527651622547896,0.09850868,6.600808551618996
125,0.24890128,3.649611765673688,0.094095886,6.629993573277338
126,0.24839754,3.646285526663438,0.09463474,6.613222655641106
127,0.24937674,3.642811306323979,0.09652802,6.619785208892645
128,0.24937162,3.6394704591232507,0.09788244,6.630867964513344
129,0.249166,3.6371952551173314,0.097139694,6.621348539543752
130,0.24986507,3.6340477818074333,0.097649425,6.603339592310205
131,0.2501118,3.6313987968801893,0.09143074,6.6526590805293715
132,0.25111672,3.6269668127522348,0.096353255,6.615641094095762
133,0.25131205,3.6243476351523976,0.09451824,6.646247081374367
134,0.2512375,3.6237998069354447,0.09236281,6.684997757317566
135,0.2526896,3.6185116353290248,0.09370267,6.669476337315083
136,0.25214732,3.617315918598569,0.095392056,6.645263517595985
137,0.25267676,3.614489980599247,0.09291623,6.6828084511453
138,0.25290808,3.610751169070836,0.09180939,6.673755884031642
139,0.25355315,3.6083844882477627,0.09325119,6.680318085391469
140,0.25377932,3.605711246418565,0.0916055,6.7081937411580626
141,0.2545401,3.601632060476195,0.09399394,6.6948127367134544
142,0.2540132,3.601133326535089,0.09411045,6.65767099578717
143,0.25470972,3.5986546809256206,0.09818828,6.659486497461025
144,0.25516203,3.5949601963198803,0.09156181,6.736826905056437
145,0.2562569,3.591597224314973,0.09515904,6.693029066461596
146,0.2559382,3.5901646287241067,0.09552313,6.665010738106134
147,0.25594336,3.588412797369216,0.09657171,6.682285024724501
148,0.2560256,3.5854809782935133,0.09588722,6.6902529121375816
149,0.25612584,3.583617870259044,0.09537749,6.703095611875379
