epoch,acc,loss,val_acc,val_loss
0,0.06267188,6.07378817322033,0.07402714,5.894333122577421
1,0.081765145,5.793101219186168,0.09259583,5.675642443164362
2,0.09661775,5.622291621981959,0.10248456,5.568216211184969
3,0.1043152,5.513630266078543,0.10791681,5.499189914113142
4,0.10954021,5.426147303916662,0.11265001,5.447923558610838
5,0.11469326,5.348464311138299,0.11715018,5.403382873724047
6,0.11945822,5.278655730497528,0.12064546,5.36820780612866
7,0.12357552,5.2162907173971265,0.121723175,5.346507361673273
8,0.1267059,5.159147512892836,0.124635905,5.340457912537514
9,0.12981315,5.104924798163132,0.1255971,5.327213565411301
10,0.13317227,5.054030159931604,0.12705348,5.310256152612463
11,0.13561644,5.005897649642316,0.12751952,5.319891898348436
12,0.1384821,4.960898291632365,0.12987883,5.321581407845
13,0.14018093,4.918389740170141,0.13120413,5.3242607121699255
14,0.14282814,4.876482339873371,0.13035943,5.349253814759044
15,0.14418001,4.837035792532465,0.1326168,5.347358724835674
16,0.14617954,4.798424697856761,0.13116044,5.37430915790297
17,0.1481354,4.761953286279761,0.13035943,5.3890053949530525
18,0.14953353,4.726697236702558,0.1290487,5.41371440043
19,0.15180293,4.69207541211268,0.13078178,5.419804075777315
20,0.15354031,4.658500723637943,0.13100024,5.439914196309518
21,0.15522116,4.626280732774836,0.12920891,5.483204461666277
22,0.1568326,4.595347308781658,0.1289322,5.4885277329215665
23,0.1583541,4.566372237386514,0.12699522,5.524329309431279
24,0.1603408,4.538154869691859,0.12709717,5.539786352084037
25,0.16202421,4.510211642673491,0.12566993,5.567163509074227
26,0.16351487,4.48443432905008,0.12677677,5.582214222301015
27,0.16496697,4.458958291616506,0.12523302,5.596889640628548
28,0.16726722,4.435323116548869,0.12549517,5.624163003063947
29,0.16906886,4.411871162499259,0.12290283,5.649103389230208
30,0.1702588,4.390804232554434,0.122203775,5.686366532185855
31,0.17211185,4.369947511772534,0.121723175,5.687099250952125
32,0.17389807,4.349040065857932,0.12087848,5.719739392714026
33,0.17500064,4.329303409037972,0.121373646,5.7381997534574
34,0.17741911,4.311504520422976,0.120863914,5.755274652143076
35,0.17850369,4.293651192112709,0.11932017,5.769887444857158
36,0.17971934,4.275832589752504,0.11637831,5.827105367265631
37,0.18172145,4.258998027628863,0.119465806,5.785232578056697
38,0.18253103,4.243503113305726,0.11684434,5.839824164231785
39,0.18379809,4.227649278853252,0.11888326,5.834034335011857
40,0.18608806,4.211695621808329,0.11581032,5.8824975899184455
41,0.18687707,4.19875909567106,0.11729582,5.879722537769939
42,0.18828034,4.183364349259742,0.11725213,5.872318029320352
43,0.18954998,4.170530571768807,0.115213215,5.8887964733327784
44,0.19107404,4.156782706364924,0.113014095,5.939373013968514
45,0.19272147,4.144124294609837,0.114485025,5.922710176532562
46,0.19354647,4.130617059829556,0.11407725,5.971386766761496
47,0.19531214,4.119049669318836,0.11305779,5.9672455417100165
48,0.19659975,4.106728503976687,0.11171793,6.004448179791444
49,0.1970264,4.096040674216605,0.11171793,5.974318688946088
50,0.19789252,4.084521685551285,0.11098975,6.00907312238965
51,0.19989206,4.0734074765731645,0.11119364,6.032662393718169
52,0.20074533,4.063508517560352,0.109839216,6.0469808151821125
53,0.20156519,4.05158684871538,0.11020331,6.0802293438240875
54,0.2022437,4.0426090827526595,0.10941687,6.072122963355663
